# id	question (NL)	answer (NL)
bank3-9-523	In 1 Thessalonicenzen 4:16 en de context ervan wordt beloofd dat de doden in Christus eerst zullen _____; daarna zullen de levenden in Christus _____ worden.	opstaan; opgenomen
bank3-10-524	De doden in Christus en de heiligen die leven op het moment van Christus’ wederkomst zullen dezelfde _____ van het lichaam ontvangen.	verlossing
bank3-11-525	In 1 Korinthe 15:42-44 beschrijft Paulus het opstandingslichaam als een lichaam van _____; het is een _____ lichaam.	onvergankelijkheid, heerlijkheid en kracht; geestelijk
bank3-12-526	1 Johannes 3:2 bevestigt de belofte dat wanneer Hij verschijnt, wij Hem zullen _____ zoals Hij is.	zien
bank3-13-527	Christus’ wederkomst vervult Zijn overwinning over de _____.	aarde
bank3-14-528	Volgens Openbaring 20:4-6 hebben zij die met Christus leven vóór de 1000 jaar deel aan de eerste _____.	opstanding
bank3-15-529	De leer die ontkent dat er een letterlijke, aardse heerschappij van Christus van 1000 jaar zal zijn, wordt de _____ opvatting genoemd.	amillennialistische
bank3-16-530	_____ leert dat de invloed van het evangelie een heerschappij van vrede en gerechtigheid zal scheppen vóórdat Christus terugkeert.	Postmillennialisme
bank3-17-531	Christus zal regeren als menselijk Koning; de Messiaanse titels die bij deze natuur horen zijn _____ des _____ en _____ van _____.	Zoon; mensen; Zoon; David
bank3-18-532	Jesaja 9:6 belooft dat deze Zoon die de naam Immanuël draagt, zal zitten op de troon van _____.	David
bank3-19-533	Volgens Jesaja 11:1-4 zal de Messias regeren door de zalving van de _____ van de _____ op Hem.	Geest; HEERE
bank3-20-534	Tijdens de duizendjarige heerschappij van Christus op aarde is satan _____ en zal hij de _____ niet kunnen misleiden.	gebonden; volken
bank3-1-535	De lichamelijke opstanding van gelovigen wordt verzekerd door de lichamelijke opstanding van _____ en door het _____ van de Heilige Geest.	Jezus Christus; onderpand
bank3-2-536	In de opstanding wordt de zaligheid van het eeuwige leven ervaren naar _____ en _____.	lichaam; geest
bank3-3-537	De lichamelijke opstanding van ongelovigen vindt plaats na het _____.	duizendjarig rijk
bank3-4-538	De straf van de ongelovigen is een oordeel over zowel het _____ als de _____.	lichaam; geest
bank3-5-539	In geestelijke toepassing is de Heilige Geest Gods persoonlijke _____ om de gelovige uit de doden op te wekken.	onderpand
bank3-6-540	Volgens Romeinen 8:11 is het de _____ die Christus uit de doden heeft opgewekt.	Geest
bank3-7-541	De opstanding is de laatste stap in de _____ van het lichaam.	verlossing
bank3-8-542	Christus’ opstanding overwon de dood om de verlossing te _____.	verschaffen
bank3-9-543	Volgens 1 Korinthe 15:22-26 zijn Christus’ opstanding en de daaruit volgende opstanding van de gelovigen de overwinning op de laatste vijand, namelijk de _____.	dood
bank3-10-544	De gebeurtenis van de opstanding en opname van gelovigen vindt plaats bij de bazuin van God, volgens de belofte van God in _____ en _____.	1 Korinthe 15:52; 1 Thessalonicenzen 4:16, 17
bank3-11-545	Volgens 1 Korinthe 15:54 moet dit vergankelijke de _____ aandoen en dit sterfelijke de _____; in deze ervaring wordt de _____ verslonden tot overwinning.	onvergankelijkheid; onsterfelijkheid; dood
bank3-12-546	Het opstandingslichaam wordt een geestelijk lichaam genoemd en verschilt van een zogenaamd _____.	geest-lichaam
bank3-13-547	Volgens 1 Korinthe 15:48, 49 is het natuurlijke lichaam _____ en het geestelijke lichaam _____.	aards; hemels
bank3-14-548	In 1 Johannes 3:2 wordt ons beloofd dat wij aan Christus gelijk gemaakt zullen worden wanneer _____.	Hij in heerlijkheid verschijnt
bank3-15-549	In Filippenzen 3:20, 21 wordt ons beloofd dat ons _____ lichaam gelijkvormig gemaakt zal worden aan Christus’ _____ lichaam.	vernederde; verheerlijkte
bank3-16-550	In Johannes 5:28, 29 beschreef Jezus de opstanding van de onrechtvaardigen als de opstanding van de _____.	verdoemenis
bank3-17-551	Daniël 12:2 beschrijft de opstanding van de onrechtvaardigen als een opstanding tot _____ en eeuwige _____.	schande; afgrijzen
bank3-18-552	De opstanding van de onrechtvaardigen is verbonden met het oordeel van de Grote _____, waar ieder mens geoordeeld wordt naar zijn _____.	Witte Troon; werken
bank3-19-553	De opstanding van ongelovigen staat in volstrekte _____ met de opstanding van gelovigen.	tegenstelling
bank3-20-554	De opstanding van de onrechtvaardigen wordt de tweede _____ genoemd.	dood
bank3-1-555	Noem zeven voorbeelden van geestelijke disciplines: _____.	gebed; lofprijzing; aanbidding; belijdenis; vasten; overdenking; studie
bank3-2-556	Door gebed drukken wij ons vertrouwen op en onze _____ van Jehova God uit voor onze noden en die van anderen.	afhankelijkheid
bank3-3-557	Door tijden van vasten komen wij dicht bij God, overdenken wij het lijden van Christus en oefenen wij onszelf om ons op alle terreinen van ons leven te _____ aan de leiding van de Heilige Geest.	onderwerpen
bank3-4-558	Wij zijn verzekerd van goddelijke vergeving door _____.	belijdenis van onze zonden aan God
bank3-5-559	Door overdenking en studie van het Woord van God bevorderen wij onze eigen geestelijke groei en bereiden wij ons voor om anderen te leiden en te _____ in schriftuurlijke waarheden.	onderwijzen
bank3-6-560	Het leven van christelijk discipelschap vraagt om het vervullen van onze plichten jegens het lichaam van Christus. Wij moeten ons _____ met andere leden van de gemeente verenigen.	regelmatig
bank3-7-561	De zondag is de christelijke dag van aanbidding en herdenkt de _____ van Christus.	opstanding
bank3-8-562	Wij moeten voorzien in de financiële noden van de gemeente door het geven van _____ en offergaven.	tienden
bank3-9-563	Het is onze plicht hen te eerbiedigen en ons aan hen te _____ die de Heere Jezus over ons in de gemeente heeft gesteld.	onderwerpen
bank3-10-564	Christenen mogen niet behoren tot enig genootschap of lichaam dat een _____ vraagt of praktiseert die hun gemeenschap in Christus overtreft of uitsluit.	trouw
bank3-11-565	In de Schrift worden de deugden van spaarzaamheid en eenvoud geëerd, maar de ondeugden van _____ en uiterlijk vertoon plechtig verboden.	verspilling
bank3-12-566	Het leiden van een godvruchtig en sober leven vereist het wijze en zuinige gebruik van onze tijdelijke zegeningen, waaronder _____.	tijd; talent; en geld
bank3-13-567	Als goede rentmeesters moeten wij het beste maken van onze tijd, of het nu voor _____ of voor werk is.	ontspanning
bank3-14-568	Het ledige gebruik van vrije tijd verlaagt, maar het opbouwende gebruik ervan brengt innerlijke _____.	vernieuwing
bank3-15-569	Al ons werk en spel moet de naam van God _____.	eren
bank3-1-570	Het lichaam is de _____ van de Heilige Geest, en wij moeten God verheerlijken in ons lichaam.	tempel
bank3-2-571	1 Korinthe 6:9 noemt verschillende _____ die God niet verheerlijken en die de ongerechtigheid kenmerken.	vleselijke gedragingen
bank3-3-572	Wereldse _____ zoals haat, nijd en jaloezie worden in de Schrift veroordeeld.	houdingen
bank3-4-573	Bedorven _____ zoals roddel, driftbuien en vuile woorden worden in de Schrift veroordeeld.	communicatie
bank3-5-574	De lectuur die wij lezen, de programma’s die wij bekijken en de muziek waarnaar wij luisteren, beïnvloeden diepgaand hoe wij _____, denken en handelen.	voelen
bank3-6-575	Het is noodzakelijk dat christenen die dingen lezen, bekijken en beluisteren die inspireren, onderwijzen en _____ tot een hoger levensniveau.	uitdagen
bank3-7-576	Een christen behoort geen films of theatervoorstellingen bij te wonen (of op televisie te bekijken) die _____ zijn.	demoraliserend
bank3-8-577	Het gebruik van vrije tijd in het leven van een christen behoort gekenmerkt te worden door activiteiten die zowel de _____ als het _____ van Christus opbouwen.	enkeling; lichaam
bank3-9-578	Een christen mag geen deel hebben aan enige vorm van vermaak die een beroep doet op de _____ natuur.	vleselijke
bank3-10-579	Een christen mag geen deel hebben aan enige vorm van vermaak die iemands christelijke _____ in diskrediet brengt.	getuigenis
bank3-1-580	Een christen behoort _____ te zijn.	betrouwbaar, standvastig en iemand die zijn of haar woord houdt
bank3-2-581	_____ relaties met anderen zijn een natuurlijk uitvloeisel van onze goede verhouding met de Heere.	Vertrouwensvolle
bank3-3-582	_____ voor anderen is het kenmerk van het Christusleven.	Liefde
bank3-4-583	Het zweren van eden is in strijd met de _____ van een christen en moet vermeden worden.	betrouwbaarheid
bank3-5-584	Christus leerde ons door voorschrift en _____ dat wij onze vijand liefhebben en onze broeder voortrekken.	voorbeeld
bank3-6-585	Wij behoren ons zo te gedragen dat wij anderen op _____ wijzen.	Christus
bank3-7-586	Als wij door de Geest leven, zullen wij de vrucht (_____) van de Geest openbaren.	houdingen en daden
bank3-8-587	Als wij door de Geest leven, zullen wij de begeerten van het _____ niet volbrengen.	vlees
bank3-9-588	Vertrouwensvolle relaties met anderen zijn een natuurlijk uitvloeisel van onze goede verhouding met de _____.	Heere
bank3-10-589	Een gebrek aan vruchtdragen in ons leven zal _____ worden.	geoordeeld
bank3-1-590	Het gezin is de grondeenheid van de _____.	menselijke verhoudingen
bank3-2-591	Het gezin is _____ voor zowel de samenleving als de kerk.	fundamenteel
bank3-3-592	De beoefening van christelijke disciplines en deugden behoort te beginnen in het _____.	gezin
bank3-4-593	Gezinnen behoren een vast patroon voor gezins_____ in te stellen.	godsdienstoefening
bank3-5-594	Gezinnen behoren te zorgen voor een _____ omgeving in huis.	christelijke
bank3-6-595	Het huwelijk is ingesteld door _____.	God
bank3-7-596	Het huwelijk is een _____ vereniging, evenals een geestelijk-verstandelijke en lichamelijke.	geestelijke
bank3-8-597	Geestelijk gezien worden een man en een vrouw in het huwelijk door _____ samengevoegd om als één samen te leven.	God
bank3-9-598	Vanwege het goddelijke karakter van het huwelijk is het een _____ verbintenis, waarbij hoererij de enige duidelijke Bijbelse grond voor echtscheiding is.	levenslange
bank3-10-599	Seksuele omgang, hetzij vóór het huwelijk, hetzij met iemand anders dan de huwelijkspartner, is in de Schrift _____.	streng verboden
bank3-11-600	Mocht echtscheiding plaatsvinden, dan behoort de gemeente liefde, begrip en _____ te bieden aan de betrokkenen.	pastorale zorg
bank3-12-601	Gedrag in de bediening is een verlengstuk van het persoonlijke en _____ leven.	gezins-
bank3-13-602	Harmonie in het gezin is gebouwd op _____ harmonie.	echtelijke
bank3-14-603	Echtelijke harmonie is gebouwd op _____ harmonie met God.	persoonlijke
bank3-1-604	Een andere omschrijving van “matigheid” is “_____”.	zelfbeheersing
bank3-2-605	Wij worden vermaand _____ en evenwicht in ons gedrag te betrachten.	gematigdheid
bank3-3-606	De Schrift geeft aan dat het binnen ons vermogen ligt ons _____ te beheersen.	denken, onze toorn en onze communicatie
bank3-4-607	De Bijbel spreekt duidelijk dat wij gevoelig moeten zijn voor de noden en gevoelens van anderen, als blijk van onze _____ voor hen.	liefde
bank3-5-608	Het is noodzakelijk dat wij ons gedrag beheersen om anderen geen _____ te geven.	aanstoot
bank3-6-609	Zoals wij Christus naar de Geest kennen, moeten wij ook anderen op dezelfde wijze kennen, zodat wij hen niet uitsluitend naar hun _____ oordelen.	uiterlijke gedrag
bank3-7-610	Eerbied en _____ voor verschillen bij anderen behoren onze verhoudingen te kenmerken.	verdraagzaamheid
bank3-8-611	Een christen moet zich _____ van illegale en goddeloze verslavende en stemmingsveranderende chemische middelen.	volstrekt onthouden
bank3-9-612	Een christen moet zich onthouden van _____ bezigheid (zoals gokken en gulzigheid) die het lichaam als de _____ van God verontreinigt.	elke; tempel
bank3-10-613	Goddeloze bezigheden kunnen de _____ tot slaaf maken.	geest
bank3-1-614	Volgens de Bijbelse gedachte is bescheidenheid _____.	een innerlijke geestelijke genade
bank3-2-615	Bescheidenheid deinst terug voor _____ wat onbetamelijk en onrein is.	alles
bank3-3-616	Bescheidenheid is kuis in zowel _____ als gedrag.	gedachten
bank3-4-617	_____ omvat ons uiterlijk, onze kleding, ons spreken en ons gedrag en is op alle situaties toepasbaar.	Bescheidenheid
bank3-5-618	Ons leven, karakter en zelfbeeld worden uiterlijk weerspiegeld door onze _____ en kleding.	daden
bank3-6-619	Het is God niet onwelgevallig dat wij ons _____ kleden.	goed
bank3-7-620	Bovenal moeten wij _____ schoonheid zoeken.	geestelijke
bank3-8-621	Geestelijke schoonheid komt niet voort uit _____ opsmuk.	uiterlijke
bank3-9-622	Als _____ mensen moeten wij ons onthouden van alle begeerten van het vlees.	godvruchtige
bank3-10-623	Onze schoonheid hangt niet af van uitbundige, opzichtige kleding; extravagante, kostbare dracht; of het gebruik van sieraden of cosmetica, maar van onze _____.	verhouding met Christus
bank3-1-624	Als christenen zijn wij burgers van het koninkrijk van God én van een maatschappelijke orde van _____.	deze wereld
bank3-2-625	Wij behoren de burgerlijke wet en orde te _____.	steunen
bank3-3-626	_____ wet is hoogste.	Gods
bank3-4-627	God roept ons op de _____ van ons land te gehoorzamen voor zover zij niet in strijd zijn met gehoorzaamheid aan God.	wetten
bank3-5-628	Wanneer het nodig wordt het oneens te zijn met praktijken en eisen van de overheid, moeten wij dat doen uit zorg voor de bevordering van de _____ en niet uit vreugde in tweedracht en twist.	gerechtigheid
bank3-6-629	Liefde voor anderen en de erkenning van de gelijke waarde van alle mensen in _____ moeten ons dringen stappen te zetten om de situatie van anderen te verbeteren.	Gods ogen
bank3-7-630	In al onze omgang moeten wij gevoelig zijn voor menselijke noden en waken tegen _____ en economische discriminatie.	raciale
bank3-8-631	Alle mensen behoren de vrijheid te hebben om te _____ en deel te _____ aan het leven van de gemeente, ongeacht ras, huidskleur, geslacht, sociale klasse of nationaliteit.	aanbidden; nemen
bank3-9-632	_____ alleen schenkt leven.	God
bank3-10-633	Als de omstandigheden het vereisen, moeten wij bereid zijn ons _____ te wagen in dienst van onze naaste.	leven
